Order Date,Sales,Profit
9-17-2014,5.892,-4.1244
11-30-2017,68.472,23.1093
11-30-2017,1242.9,262.39
10-09-2015,30.84,8.3268
12-23-2017,13.48,5.9312
10-22-2016,31.4,10.048
4-29-2014,17.46,5.9364
4-25-2015,13.944,4.5318
6-26-2017,83.76,1.6752
10-14-2017,37.66,18.4534
12-09-2014,34.68,16.9932
6-20-2017,149.95,14.995
6-20-2017,51.312,18.6006
6-26-2017,4.54,2.043
6-26-2017,15.92,5.4128
6-26-2017,543.92,135.98
11-10-2016,155.82,42.0714
11-10-2016,70.008,24.5028
10-03-2016,15.648,5.0856
09-09-2014,103.6,51.8
10-29-2017,46.96,22.5408
04-10-2016,8.904,-6.5296
11-11-2017,10.44,3.393
11-11-2017,18.336,-32.088
9-15-2017,323.976,20.2485
04-08-2016,20.04,9.6192
04-08-2016,64.96,2.5984
04-08-2016,12.96,6.2208
12-30-2017,323.136,12.1176
12-30-2017,90.93,2.7279
12-30-2017,52.776,19.791
09-02-2017,1199.8,323.946
09-02-2017,1928.78,829.3754
09-02-2017,352.38,81.0474
5-31-2015,22.2,9.102
11-27-2017,46.94,19.2454
11-27-2017,143.73,56.0547
6-15-2014,99.918,-18.5562
6-15-2014,797.944,-56.996
6-15-2014,8.568,-14.5656
03-05-2016,149.352,50.4063
03-05-2016,12.992,-0.812
12-05-2014,24.56,6.8768
04-11-2015,85.14,34.9074
04-11-2015,21.99,10.5552
04-11-2015,406.6,113.848
9-15-2016,841.568,294.5488
9-13-2014,15.552,5.4432
9-13-2014,252,53.55
10-05-2015,46.2,12.936
10-05-2015,28.84,9.5172
4-14-2017,14.592,2.5536
4-14-2017,89.856,21.3408
4-14-2017,13.872,5.0286
09-02-2017,12.192,4.1148
6-20-2016,45.056,15.2064
6-20-2016,29.718,-21.7932
6-20-2016,15.552,5.4432
6-20-2016,447.696,33.5772
11-05-2017,159.99,54.3966
12-13-2015,12.96,6.2208
12-13-2015,134.48,34.9648
6-19-2016,17.12,8.0464
12-13-2016,6.096,2.2098
12-13-2016,1114.272,41.7852
5-29-2015,32.4,15.552
5-29-2015,540.57,140.5482
5-29-2015,167.76,62.91
7-26-2015,393.165,-204.4458
11-28-2017,516.488,-12.9122
11-28-2017,1007.232,75.5424
11-28-2017,2065.32,-619.596
11-28-2017,15.552,5.4432
11-28-2017,25.344,7.92
04-03-2017,25.472,7.6416
12-28-2017,27.168,2.7168
12-28-2017,78.8528,-11.596
11-30-2017,173.8,43.45
5-15-2017,29.592,2.5893
5-15-2017,4.752,-3.168
5-15-2017,15.552,5.6376
9-22-2015,204.6,53.196
11-14-2017,321.568,28.1372
11-27-2015,6.24,3.0576
09-01-2016,21.88,10.94
9-22-2014,4.608,1.6704
04-09-2017,9.82,4.8118
04-09-2017,35.97,9.7119
04-09-2017,12.96,6.2208
04-09-2017,191.6,91.968
04-09-2017,8.64,4.2336
04-09-2017,501.81,0
1-16-2014,127.104,28.5984
1-16-2014,124.2,-31.05
1-16-2014,18.588,-13.6312
1-16-2014,30.072,10.1493
10-05-2017,160.93,3.2186
10-05-2017,75.792,25.5798
07-09-2017,1.08,-0.792
01-07-2017,3059.982,679.996
5-30-2016,3.282,-2.6256
12-09-2015,34.02,16.6698
10-03-2016,599.292,93.2232
11-11-2014,3.392,0.8056
11-11-2014,559.984,55.9984
11-11-2014,603.92,75.49
9-29-2017,7.968,2.5896
9-29-2017,27.968,9.4392
9-29-2017,336.51,44.868
03-10-2015,1.112,-1.8904
5-21-2017,520.05,72.807
5-21-2017,17.97,5.2113
3-29-2015,1166.92,131.2785
09-09-2016,14.624,5.484
8-26-2016,10.23,4.9104
8-26-2016,154.9,69.705
5-21-2014,2715.93,1276.4871
5-21-2014,617.97,173.0316
10-28-2015,10.67,4.9082
10-28-2015,36.63,9.8901
10-28-2015,24.1,9.158
10-28-2015,33.11,12.9129
11-13-2016,44.02,11.4452
7-31-2015,2309.65,762.1845
7-31-2015,1090.782,-290.8752
7-31-2015,19.44,9.3312
8-27-2015,484.65,92.0835
11-13-2015,115.296,40.3536
11-06-2015,7.08,2.478
11-06-2015,4.401,-3.5208
12-26-2017,44.75,20.585
08-01-2017,95.984,5.999
11-24-2014,151.72,27.3096
6-17-2017,155.25,46.575
6-17-2017,14.03,4.0687
12-21-2015,1618.37,356.0414
12-21-2015,99.6,36.852
9-17-2015,32.4,15.552
07-06-2015,13.96,6.7008
07-06-2015,155.82,63.8862
07-06-2015,124.95,2.499
07-06-2015,601.65,156.429
4-27-2015,22.74,8.8686
4-27-2015,1267.53,316.8825
4-27-2015,1379.92,648.5624
6-16-2015,6.208,2.1728
12-17-2017,11.808,4.2804
01-11-2016,15.552,5.4432
01-11-2016,63.312,20.5764
01-11-2016,15.588,-9.8724
07-11-2014,177.2,83.284
07-11-2014,197.97,57.4113
07-11-2014,854.94,213.735
07-11-2014,124.11,52.1262
07-11-2014,14.4,7.056
11-20-2016,15.696,5.1012
11-20-2016,2.628,-1.9272
11-20-2016,14.427,-10.5798
4-22-2016,86.62,8.662
6-13-2015,36.624,13.734
11-20-2017,23.968,2.6964
11-20-2017,28.728,1.7955
3-20-2016,697.16,146.4036
09-06-2016,31.86,11.151
09-06-2016,722.352,90.294
07-09-2017,8.84,2.9835
07-09-2017,58.464,-146.16
10-12-2017,254.604,-18.186
03-08-2016,1363.96,85.2475
03-08-2016,102.36,-3.8385
5-27-2014,1113.504,125.2692
5-27-2014,99.99,37.9962
07-03-2015,168.464,-29.4812
07-03-2015,6.72,2.436
07-03-2015,282.888,56.5776
04-04-2015,11.16,4.3524
04-04-2015,108.4,22.764
04-04-2015,82.344,27.7911
04-04-2015,9.088,3.2944
12-10-2017,19.936,7.2268
12-10-2017,65.568,22.9488
11-24-2016,4.416,1.6008
3-23-2015,107.772,-29.2524
4-16-2015,45.216,4.5216
4-16-2015,10.416,-2.2134
4-16-2015,7.872,1.2792
4-16-2015,118.782,-27.7158
4-16-2015,1.448,0.2353
4-16-2015,55.47,-46.225
10-01-2016,194.848,12.178
9-28-2017,1.744,-0.3488
7-25-2015,25.176,-18.4624
11-20-2015,19.46,5.0596
4-28-2016,29.472,9.9468
11-14-2017,8.64,3.024
11-12-2016,6.27,-4.598
11-12-2016,4.368,-3.3488
11-12-2016,31.984,1.999
9-29-2016,40.88,10.6288
9-23-2017,119.96,33.5888
9-23-2017,31.44,8.4888
9-23-2017,6.88,2.322
11-29-2015,19.92,9.3624
11-29-2015,1106.91,121.7601
03-01-2016,836.592,-264.9208
03-01-2016,26.38,12.1348
03-01-2016,362.92,105.2468
03-01-2016,4899.93,2400.9657
08-12-2016,6.48,3.1104
8-15-2016,71.976,7.1976
8-15-2016,3.15,1.512
06-04-2017,31.984,1.999
06-04-2017,71.984,25.1944
12-06-2015,120.15,33.642
12-06-2015,219.184,19.1786
12-27-2015,28.9,14.161
12-27-2015,355.96,103.2284
1-21-2017,348.208,30.4682
1-21-2017,35.784,-28.6272
6-25-2014,447.84,11.196
6-14-2016,7.04,2.0416
6-14-2016,8.73,4.1031
6-14-2016,29.29,9.6657
6-14-2016,8.64,2.5056
4-21-2017,2.694,-4.7145
4-21-2017,2.934,-4.9878
10-21-2016,22.92,11.2308
11-19-2016,100.704,-16.3644
11-19-2016,2.328,-0.7566
11-19-2016,10.78,-17.248
11-19-2016,58.368,21.888
11-19-2016,40.968,13.8267
11-19-2016,71.96,25.186
11-19-2016,10.368,3.6288
11-19-2016,1.192,-2.0264
12-18-2017,46.672,16.3352
12-18-2017,119.833,-12.6882
12-18-2017,119.98,57.5904
7-22-2016,6.3,3.024
09-04-2015,279.9,137.151
09-04-2015,619.95,111.591
09-04-2015,4.36,2.0492
09-04-2015,15.28,7.4872
1-20-2014,699.93,181.9818
1-20-2014,22.96,6.6584
1-20-2014,38.6,11.58
1-20-2014,6.63,1.7901
1-20-2014,23.34,10.9698
1-20-2014,1067.94,224.2674
03-02-2015,10.16,2.6416
03-02-2015,101.88,50.94
04-12-2016,343.92,75.6624
04-12-2016,40.99,20.0851
04-12-2016,63.9,28.755
12-06-2016,19.44,9.3312
06-05-2016,124.608,-23.364
06-05-2016,7.56,2.646
12-11-2016,85.224,7.4571
11-12-2016,287.52,129.384
11-12-2016,37.68,10.5504
11-12-2016,19.98,8.991
11-12-2016,20.58,5.5566
11-12-2016,17.38,8.69
9-29-2014,204.6,53.196
9-29-2014,8.72,2.8776
9-29-2014,6.48,3.1104
9-29-2014,686.32,223.054
9-29-2014,62.18,16.7886
04-04-2015,644.076,107.346
04-04-2015,5.84,2.628
04-04-2015,12.76,5.8696
04-04-2015,10.95,0.438
04-04-2015,599.98,209.993
05-08-2015,8.352,1.2528
12-31-2016,3.64,1.638
12-31-2016,159.768,53.9217
12-20-2014,122.48,0
12-20-2014,2244.48,493.7856
12-20-2014,62.31,29.2857
12-20-2014,455.1,100.122
07-02-2016,195.184,19.5184
6-29-2017,362.94,90.735
6-29-2017,11.54,5.77
09-01-2014,53.94,15.6426
03-03-2014,9.99,4.5954
03-03-2014,125.76,40.872
03-03-2014,25.32,9.1785
05-04-2014,46.8,21.06
11-02-2015,447.93,49.2723
12-08-2017,109.48,33.9388
12-08-2017,272.94,0
12-08-2017,19.44,9.3312
12-08-2017,31.92,8.2992
03-10-2014,22.38,10.7424
4-21-2014,16.52,5.5755
10-22-2015,5.176,-7.764
8-22-2015,50.112,16.2864
8-29-2016,27.93,8.0997
12-27-2014,11.56,5.4332
12-01-2016,172.5,51.75
12-01-2016,179.97,44.9925
4-24-2016,258.696,64.674
6-21-2014,1322.93,357.1911
6-21-2014,3.76,1.0904
1-14-2017,21.744,7.3386
1-14-2017,7.92,0.693
11-24-2014,12.096,4.2336
11-24-2014,485.88,9.7176
11-24-2014,25.92,12.4416
11-24-2014,197.58,53.3466
2-26-2017,81.92,22.1184
2-26-2017,889.536,66.7152
2-26-2017,892.224,89.2224
2-26-2017,223.92,109.7208
2-26-2017,23.12,11.3288
9-15-2015,15.552,5.4432
9-15-2015,15.712,2.5532
9-15-2015,24.672,2.1588
9-15-2015,55.968,-2.0988
04-08-2016,431.928,64.7892
04-08-2016,95.984,-4.1136
04-08-2016,1088.792,-1850.9464
7-18-2016,544.008,40.8006
7-18-2016,1.872,-1.4352
7-18-2016,854.352,10.6794
7-18-2016,593.568,0
7-18-2016,338.04,-33.804
08-01-2017,271.96,16.9975
7-14-2016,11.21,3.363
7-14-2016,9.144,3.2004
7-14-2016,14.07,6.8943
7-14-2016,41.86,10.465
7-14-2016,8.544,2.8836
7-14-2016,579.136,21.7176
09-09-2017,141.372,-48.4704
09-09-2017,3.036,-2.3276
09-09-2017,4.503,-3.6024
09-09-2017,4.672,1.5768
09-09-2017,95.88,28.764
09-09-2017,17.024,1.7024
09-09-2017,258.696,64.674
09-09-2017,1931.958,-386.3916
07-12-2014,249.75,44.955
07-12-2014,255.936,28.7928
12-04-2016,113.79,20.4822
12-04-2016,78.15,34.386
12-04-2016,1.728,0.6048
12-04-2016,40.56,19.8744
12-04-2016,182.94,3.6588
12-04-2016,193.86,11.6316
11-06-2017,15.28,7.4872
11-06-2017,8.73,2.9682
11-06-2017,5.68,1.7608
10-31-2015,2.78,0.7228
10-31-2015,79.96,35.982
5-30-2016,839.988,69.999
10-28-2016,47.952,13.7862
10-28-2016,37.425,-29.94
10-28-2016,63.968,0
10-28-2016,165.048,41.262
08-11-2014,12.35,5.434
08-11-2014,40.97,10.6522
08-11-2014,22.96,10.7912
8-29-2016,22,5.5
2-15-2016,398.352,124.485
2-15-2016,8.72,3.5752
5-14-2017,48.69,23.8581
12-12-2014,764.688,95.586
12-12-2014,3610.848,135.4068
12-12-2014,254.9745,11.9988
12-18-2017,38.82,17.469
12-18-2017,1141.938,139.5702
12-18-2017,1704.56,511.368
12-18-2017,3.2,1.376
07-04-2015,1099.96,285.9896
03-10-2017,5.248,0.5904
03-10-2017,35.91,-8.379
03-10-2017,6.696,0.5022
03-10-2017,43.872,11.5164
12-24-2016,27.882,-20.4468
12-24-2016,540.048,-47.2542
12-24-2016,255.68,76.704
10-23-2017,863.88,107.985
10-28-2016,17.616,-14.0928
07-07-2017,17.472,6.3336
10-01-2016,69.9,18.873
10-01-2016,41.85,10.881
09-02-2017,6.57,1.7739
12-24-2014,142.86,41.4294
12-24-2014,292.272,18.267
9-23-2017,29.328,3.666
06-04-2017,12.48,5.616
4-21-2016,102.336,-12.792
4-21-2016,48.792,-126.8592
4-21-2016,44.848,-67.272
5-26-2016,10.368,3.6288
5-26-2016,388.43,-88.784
5-26-2016,14.352,5.2026
5-26-2016,63.992,-7.1991
05-02-2016,86.352,5.397
09-08-2014,32.97,12.8583
09-08-2014,83.88,30.1968
09-05-2016,278.4,80.736
04-09-2017,15.12,4.914
04-09-2017,17.43,-13.363
04-09-2017,251.64,88.074
12-06-2015,2.772,-4.851
6-26-2016,14.9,1.043
07-04-2015,15.48,4.4892
11-22-2016,39.88,11.1664
11-22-2016,12.192,4.1148
11-22-2016,20.82,7.4952
11-10-2016,13.216,4.4604
11-10-2016,32.4,15.552
8-27-2015,32.94,9.2232
8-27-2015,114.2,52.532
8-27-2015,3.08,1.4784
5-25-2015,845.728,84.5728
12-30-2017,13.904,4.5188
12-30-2017,20.72,6.475
12-08-2016,114.95,2.299
10-04-2015,26.96,7.0096
12-23-2016,572.76,166.1004
12-23-2016,286.38,83.0502
9-19-2015,61.96,4.3372
07-03-2017,23.99,5.5177
07-03-2017,287.97,77.7519
7-14-2016,419.944,52.493
6-20-2016,46.76,22.4448
6-20-2016,17.712,6.4206
6-20-2016,21.78,5.6628
6-20-2016,161.94,9.7164
6-20-2016,161.568,-8.0784
12-09-2016,3.69,1.7343
12-09-2016,122.12,56.1752
9-24-2016,155.372,-13.3176
12-18-2016,38.88,18.6624
12-18-2016,183.84,62.5056
12-18-2016,579.3,28.965
12-10-2017,14.2,3.3725
07-01-2014,575.92,71.99
07-01-2014,5.184,-3.6288
02-03-2017,5.229,-4.1832
02-03-2017,285.552,35.694
03-03-2017,72.8,19.656
10-09-2017,10.816,3.5152
9-28-2014,46.26,12.4902
5-27-2014,17.46,-30.555
6-14-2015,51.072,5.1072
3-30-2016,11.34,5.5566
10-15-2017,87.92,26.376
5-23-2016,37.05,16.302
06-02-2017,2.97,-0.6435
06-02-2017,27.44,2.401
2-16-2014,1.08,-1.728
2-16-2014,7.96,-13.93
05-06-2014,140.736,52.776
5-16-2016,552.56,0
04-02-2017,25.11,6.5286
3-31-2017,29.78,8.0406
3-31-2017,677.58,176.1708
3-31-2017,75.04,36.0192
01-02-2017,695.7,-27.828
01-02-2017,15.66,-12.528
01-02-2017,28.854,-21.1596
5-28-2015,47.82,14.346
5-28-2015,13.05,6.003
3-17-2014,93.78,36.5742
3-17-2014,47.18,23.59
3-17-2014,19.68,5.7072
3-17-2014,53.4,25.098
3-17-2014,35.88,17.2224
10-03-2014,258.279,-70.1043
3-28-2016,31.4,7.85
05-04-2017,183.96,20.6955
05-04-2017,17.61,8.4528
05-04-2017,300.904,11.2839
07-05-2014,220.776,-44.1552
07-05-2014,281.424,-35.178
05-05-2016,79.14,36.4044
4-26-2017,1.988,-1.4413
9-26-2014,145.568,0
10-19-2017,123.256,9.2442
10-19-2017,23.68,7.4
10-19-2017,309.576,-56.7556
11-10-2017,38.388,-25.592
11-10-2017,95.994,-63.996
11-10-2017,239.952,-35.9928
11-10-2017,201.584,15.1188
11-10-2017,899.136,-146.1096
07-08-2017,145.9,62.737
12-24-2015,590.058,-786.744
12-24-2015,14.04,1.5795
03-07-2017,49.08,4.908
04-01-2014,29.6,14.8
04-01-2014,17.088,5.5536
9-14-2015,912.75,118.6575
08-04-2014,1089.75,305.13
08-04-2014,447.84,219.4416
08-04-2014,16.4,4.264
08-04-2014,399.96,34.9965
08-04-2014,158.9,7.945
08-04-2014,13.184,4.7792
09-03-2016,83.952,-90.2484
02-05-2016,80.98,1.6196
02-05-2016,348.84,170.9316
02-05-2016,9.45,0.189
02-05-2016,18.84,7.1592
02-05-2016,239.98,52.7956
02-05-2016,167.96,78.9412
02-05-2016,104.85,28.3095
02-05-2016,484.83,126.0558
02-05-2016,122.97,60.2553
02-05-2016,154.44,1.5444
02-05-2016,342.37,160.9139
07-03-2017,9.552,1.5522
10-09-2017,652.45,-430.617
10-09-2017,66.645,-42.6528
11-24-2016,17.216,6.0256
11-24-2016,11.56,5.6644
11-24-2016,88.4,11.492
11-24-2016,6.48,3.1104
11-01-2016,21.8,6.104
11-01-2016,251.79,118.3413
4-19-2016,205.176,-58.1332
4-19-2016,419.4,146.79
04-06-2014,10.304,-2.1896
04-06-2014,154.764,-36.1116
04-06-2014,116.784,21.897
09-02-2016,75.48,19.6248
09-02-2016,39.98,9.995
9-25-2016,393.165,-204.4458
11-04-2017,23.68,8.88
07-09-2016,408.006,72.5344
07-09-2016,165.28,14.8752
6-30-2014,334.768,108.7996
1-28-2017,239.97,26.3967
1-28-2017,37.74,12.8316
9-21-2015,946.344,118.293
9-21-2015,151.2,32.13
9-21-2015,4.928,-1.4784
9-26-2015,86.272,31.2736
9-26-2015,72.588,-48.392
9-26-2015,60.672,14.4096
9-26-2015,77.031,-59.0571
9-26-2015,119.904,-1.4988
9-26-2015,263.96,23.0965
9-26-2015,363.648,-86.3664
10-31-2015,9.728,3.2832
10-31-2015,14.75,7.08
10-31-2015,29.8,9.3125
10-31-2015,427.42,196.6132
11-26-2017,220.752,-40.4712
12-19-2014,152.76,74.8524
12-19-2014,7.27,1.9629
12-19-2014,1819.86,163.7874
12-26-2016,33.9,15.594
6-20-2017,31.104,10.8864
6-20-2017,5.248,0.5904
10-15-2015,263.88,42.8805
10-15-2015,2453.43,-350.49
04-12-2017,29.7,13.365
04-12-2017,39.96,17.982
12-19-2017,36.672,11.46
08-05-2017,13.76,6.3296
10-01-2015,139.424,17.428
5-23-2016,1979.928,148.4946
6-13-2017,164.736,-39.1248
6-13-2017,470.302,-87.3418
6-13-2017,47.984,5.998
4-23-2014,2.502,-1.7514
05-01-2015,88.752,11.094
7-19-2015,2.025,-1.35
11-26-2016,70.98,34.7802
11-26-2016,91.68,45.84
11-26-2016,33.75,16.875
11-26-2016,3040,1459.2
06-12-2017,91.2,41.952
06-12-2017,452.94,67.941
8-17-2015,52.2,23.49
9-25-2016,15.936,5.1792
05-04-2014,27.46,9.8856
12-01-2015,55.424,19.3984
03-11-2016,244.006,-31.3722
8-26-2016,159.984,43.9956
8-26-2016,1024.716,-29.2776
12-16-2016,3.68,1.8032
08-08-2014,121.376,-3.0344
08-08-2014,95.976,-10.7973
5-16-2015,255.968,31.996
12-09-2017,872.94,226.9644
12-09-2017,41.54,19.5238
12-09-2017,12.96,6.2208
9-24-2015,6.848,0.5992
07-11-2017,8.67,4.0749
12-01-2015,6.688,-4.0128
11-19-2016,17.28,5.0112
11-19-2016,17.712,6.4206
3-19-2017,28.91,13.2986
11-13-2016,52.136,5.8653
11-19-2017,31.968,2.3976
12-02-2016,25.92,12.4416
12-02-2016,40.46,19.8254
12-02-2016,33.87,8.8062
8-25-2017,9.728,1.7024
8-25-2017,3.424,1.07
10-14-2016,177,30.09
11-27-2014,3.76,1.316
11-03-2015,1212.848,106.1242
11-03-2015,89.97,37.7874
11-03-2015,42.6,16.614
11-29-2014,5.04,1.764
4-30-2017,62.96,28.332
11-24-2017,5.88,2.8812
11-24-2017,977.292,173.7408
10-30-2017,9.64,3.6632
12-17-2014,40.05,11.214
09-04-2017,10.192,3.185
09-04-2017,16.784,-0.2098
09-04-2017,13.12,3.772
10-17-2016,18.16,6.583
11-12-2017,16.056,5.8203
11-12-2017,223.056,69.705
11-12-2017,540.048,-47.2542
11-24-2016,33.52,3.352
11-24-2016,9.94,3.0814
08-01-2015,6.72,3.36
08-01-2015,1004.976,-175.8708
12-24-2017,17.88,5.5875
9-17-2016,396,190.08
12-10-2017,34.5,15.525
09-12-2017,8.36,3.0096
6-24-2017,385.6,111.824
6-24-2017,35.82,11.8206
8-18-2017,200.064,12.504
8-18-2017,21.38,-33.139
8-18-2017,6.744,-11.4648
12-11-2017,63.686,-9.098
12-10-2017,1669.6,116.872
02-03-2014,83.84,27.248
02-03-2014,13.272,4.3134
02-11-2017,21.336,7.7343
4-16-2017,16.52,2.065
12-06-2015,206.112,48.9516
12-06-2015,19.92,6.723
12-06-2015,198.272,61.96
12-06-2015,247.104,-58.6872
12-06-2015,86.304,9.7092
7-22-2016,4.16,0.364
7-22-2016,11.648,3.3488
11-07-2015,26.18,0.5236
11-07-2015,7.3,3.431
3-26-2015,74.352,23.235
8-31-2017,10.744,0.8058
8-31-2017,8.376,2.7222
12-04-2016,212.88,0
02-10-2017,203.983,16.7986
10-29-2016,40.74,0.4074
10-29-2016,11.67,3.0342
9-15-2017,39.99,11.5971
9-15-2017,16.28,6.512
9-15-2017,782.94,203.5644
9-15-2017,242.48,116.3904
03-11-2014,8.32,2.288
03-11-2014,10.464,1.7004
02-04-2014,82.896,29.0136
02-04-2014,34.24,16.0928
12-31-2014,1573.488,196.686
11-23-2015,335.52,117.432
11-23-2015,23.912,-40.6504
11-23-2015,27.056,2.3674
07-06-2014,559.992,174.9975
11-13-2017,9.324,-24.7086
6-17-2016,111.96,54.8604
05-03-2014,21.56,10.3488
10-16-2017,124.75,57.385
02-06-2015,5.28,1.5312
09-04-2017,91.96,39.5428
05-09-2016,9.344,3.504
05-09-2016,79.36,9.92
3-16-2015,171.96,44.7096
04-09-2016,35.352,12.8151
04-04-2014,18.9,9.072
09-05-2017,2.78,0.7228
6-30-2017,1044.63,-295.9785
11-09-2015,11.352,4.1151
03-04-2014,354.9,17.745
3-19-2015,453.576,39.6879
11-29-2015,21.48,-0.2685
11-29-2015,8.784,-13.6152
06-11-2017,122.97,60.2553
11-26-2017,12.84,3.7236
11-23-2014,603.92,-67.941
11-23-2014,21.84,10.4832
11-23-2014,29.99,6.2979
11-23-2014,381.44,23.84
12-15-2014,40.68,-9.153
12-15-2014,763.28,-21.808
4-22-2016,23.952,2.3952
5-23-2016,4.98,2.4402
2-27-2016,170.88,49.5552
08-09-2015,307.98,89.3142
08-09-2015,382.806,-153.1224
08-09-2015,41.96,2.9372
08-09-2015,1217.568,456.588
08-09-2015,47.04,18.3456
08-09-2015,6.16,2.9568
08-09-2015,979.95,274.386
08-09-2015,143.7,68.976
08-09-2015,10.65,5.0055
08-09-2015,247.8,34.692
05-12-2016,10.96,2.9592
4-15-2016,33.488,5.8604
4-15-2016,8.04,2.9145
6-23-2015,201.568,22.6764
10-19-2014,13.44,6.5856
3-24-2015,359.058,-35.9058
05-08-2017,47.992,-2.0568
10-16-2017,547.3,175.136
11-19-2017,16.896,5.28
11-19-2017,6.672,0.5004
11-19-2017,99.136,8.6744
11-19-2017,15.992,-13.993
05-08-2016,211.96,42.392
12-11-2016,6.672,1.668
11-30-2017,155.94,45.2226
4-19-2016,39.96,12.987
4-19-2016,5.46,1.5288
4-19-2016,73.2,21.228
4-19-2016,5.84,1.971
4-19-2016,22.72,10.224
4-19-2016,9.336,3.2676
5-26-2014,290.666,27.3568
5-26-2014,201.584,20.1584
5-26-2014,83.984,31.494
12-21-2017,1000.02,290.0058
3-15-2016,83.976,-13.6461
08-10-2015,3.75,1.8
08-10-2015,41.4,19.872
08-10-2015,29.79,12.5118
09-10-2016,59.48,8.922
09-10-2016,6.69,3.0774
07-08-2017,198.46,99.23
07-08-2017,786.48,385.3752
07-08-2017,23.168,7.8192
07-08-2017,50,10.5
12-19-2015,675.96,84.495
12-19-2015,1265.85,556.974
11-16-2015,523.25,141.2775
9-24-2015,517.5,155.25
6-21-2017,17.92,2.464
6-21-2017,41.256,-34.38
05-08-2016,1006.056,88.0299
05-08-2016,10.688,3.7408
05-08-2016,10.368,3.6288
05-08-2016,25.12,1.57
05-08-2016,58.112,7.264
11-26-2014,15.552,5.4432
11-26-2014,669.08,-167.27
11-26-2014,438.336,-87.6672
5-26-2016,19.44,9.3312
5-26-2016,9.64,4.4344
5-26-2016,12.7,5.842
5-26-2016,41.37,17.3754
11-29-2014,12.624,3.945
3-19-2015,1247.64,349.3392
3-19-2015,3149.93,1480.4671
3-19-2015,209.7,100.656
11-01-2015,35.36,-3.094
11-01-2015,3.168,-0.7128
9-26-2015,121.104,-100.92
9-26-2015,45.894,-9.1788
8-29-2014,109.92,53.8608
8-29-2014,13.36,6.4128
11-18-2017,169.68,45.8136
11-18-2017,132.52,54.3332
11-18-2017,2.96,1.4208
11-18-2017,8.448,2.9568
11-18-2017,95.94,9.594
05-12-2014,34.79,10.7849
1-20-2017,160.776,10.0485
10-30-2017,88.752,27.735
10-30-2017,13.904,5.214
4-30-2017,677.58,-158.102
4-30-2017,13.896,-9.264
11-24-2016,41.92,3.668
11-24-2016,297.576,-7.4394
11-24-2016,4.344,0.8688
11-24-2016,94.992,-2.3748
11-24-2016,74.352,23.235
11-24-2016,14.04,1.5795
01-10-2015,1018.104,-373.3048
10-19-2017,16.68,5.2125
3-22-2016,58.58,19.3314
07-03-2017,167.968,62.988
12-11-2015,196.62,96.3438
9-17-2015,21.936,-10.4196
9-17-2015,6.588,-10.2114
5-18-2016,104.28,26.07
5-18-2016,17.94,8.7906
09-07-2014,64.784,-14.5764
09-07-2014,32.382,4.3176
09-07-2014,42.368,8.4736
09-07-2014,399.54,-559.356
9-29-2016,18.97,9.1056
11-07-2016,14.82,6.2244
4-24-2017,99.28,12.41
4-24-2017,1.188,-0.99
4-24-2017,7.518,-5.7638
12-10-2017,10.368,3.6288
12-10-2017,310.88,23.316
8-16-2014,853.092,-227.4912
12-09-2017,33.45,15.387
12-09-2017,10.4,5.096
3-14-2016,21.88,6.2905
6-26-2016,13.616,3.5742
9-25-2015,63.96,19.8276
9-25-2015,14.46,7.0854
9-25-2015,104.98,52.49
12-27-2015,106.96,31.0184
12-27-2015,21.56,10.3488
06-03-2014,515.88,113.4936
7-13-2015,11.808,4.2804
7-13-2015,1931.04,321.84
7-13-2015,9.96,4.6812
02-02-2014,12.35,5.8045
03-08-2016,9.702,-7.1148
11-22-2015,11.61,-9.288
10-30-2017,43.86,20.6142
10-30-2017,148.48,16.704
10-30-2017,7.42,3.71
10-30-2017,71.992,-0.8999
10-30-2017,19.9,6.567
10-30-2017,1702.12,510.636
1-30-2015,14.304,5.0064
09-08-2017,765.625,-566.5625
10-07-2017,307.666,-14.4784
4-30-2016,7.712,2.7956
5-19-2016,242.9,70.441
5-19-2016,454.9,0
5-19-2016,35.92,15.0864
5-19-2016,39.76,12.3256
5-19-2016,47.744,14.92
12-20-2015,159.984,11.9988
12-20-2015,255.968,51.1936
12-20-2015,359.058,-71.8116
12-19-2015,434.352,43.4352
12-19-2015,3.552,0.444
12-19-2015,88.832,7.7728
4-29-2017,1048.35,-69.89
02-07-2016,100,21
02-07-2016,7.83,3.6018
9-28-2014,96.256,31.2832
9-28-2014,10.688,3.7408
07-10-2016,338.04,-33.804
07-10-2016,154.24,17.352
7-29-2017,34.848,6.534
7-29-2017,22,1.375
7-29-2017,4.368,0.3822
09-03-2015,31.44,8.4888
09-03-2015,17.9,3.401
09-03-2015,129.45,46.602
08-09-2014,20.88,9.6048
10-30-2017,20.736,7.2576
10-30-2017,7.168,0.9856
10-30-2017,11.168,-2.5128
10-30-2017,442.4,-55.3
06-06-2014,13.36,4.9432
8-13-2016,11.232,-8.2368
8-13-2016,10.272,3.21
4-25-2014,10.368,3.6288
4-25-2014,6.24,0.546
11-22-2015,206.962,-32.5226
10-14-2017,9.46,3.6894
12-02-2017,559.62,151.0974
12-02-2017,109.92,53.8608
12-02-2017,8.56,3.852
12-08-2015,360.712,130.7581
12-08-2015,1718.4,150.36
7-13-2015,41.568,-66.5088
05-11-2014,46.864,7.6154
01-05-2014,19.536,4.884
